1,"The scenarios are clearly mentioned in the test plan and the automation cases are as well mentioned in the test plan. But to me few other scenarios should have been implemented like student trying to select an topic when they already have one, Student with a topic joins a team then their topic is dropped and the new teams topic is added etc."
0,"The variable, and method names are intuitive enough to understand that what it does."
1,The code looks clean and can be understood from reading it. But more comments are welcome in the code to make it more clear when some one just want to know how the functionality has been implemented without going through the code
0,The author has converted all the cases mentioned in the test plan into automation cases.
1,The written cases works perfectly. Good Job done. But as i mentioned earlier more scenarios could have been implemented.
1,Future work section is desirable
1,"The coverage eventually increased by 0.2%, which is a clear demonstration of the purpose of this change and to what extent it was achieved.
 
 
 But I would really like the tests to be split across multiple files instead of cramming everything into one."
0,"Test plan is the major part of this project and it is comprehensive.
 
 
 Good include console log screenshot into the wiki"
1,There are 14 issues reported by codeclimate pending
1,"variable names are out of convention in few places.
 
 
 there are underscore separated as well as camel case names used. testDirectory for example"
0,That's the whole project essentially.
1,"The video is clear about the test execution and results.
 
 
 Good if codeclimate errors are taken care of."
1,The writeup is unchanged and it is less focused on functionality.
1,it explains the approach but not the reason to choose that approach.
0,All the possibilities are covered in the test cases.
0,Mostly methods are taken from the previous code.
1,There can be some more comments to make the code understandable.
0,The author has converted most of the tests mentioned in implementation.
0,Works well for most cases.
1,The write up is pretty clear on what feature is being tested but not as clear as to what led them to develop specific test cases. The writeup is less descriptive.
1,The writeup explains how the authors did the work using the code snippets. They can add descriptions so that it becomes more clear for every reader.
1,The authors have considered pre and post conditions while writing the test cases but haven't explicitly listed them in the writeup.
0,The methods and variables are named well and are intuitive to their functionality.
0,The code is dry and does not smell. The travis bbuild for the code has passed.
0,All the test cases that the author dicussed are automated and work correctly.
0,The test cases written work correctly as discussed.
0,The write up is pretty clear.
1,Students in the same team test case is not well documented.
1,"Tests are good, not tested for invalid inputs again,"
0,Methods are understandable like last time.
1,tests are still very lengthy like last time.
0,tests are covered and passing.
1,"Could not test edge cases, Rest are working."
0,The writeup explains in detail about the project and what type of test cases the team has built for it.
1,"The wiki page explains what all test cases the team has covered and the code for it, but not enough explanation is given as to why they took this approach for their functional tests."
1,"Test plan looks comprehensive with many test cases with pre-conditions, couldn't find many edge cases tor invalid input scenarios though."
0,Names are intuitive and suggestive of the functionality they do.
0,The code follows good Ruby practices and DRY principle. Functionalities divided into components.
0,Could see from the demo video that the test cases have passed and are automated.
0,The functionalities work properly for the test cases that the team has designed and as intended.
0,"yes, write up explains the work to be done. Video explains the work properly."
1,few of the test cases mentioned in the requirement document are not documented/implemented.
1,"write-up is not complete. Few of the test cases mentioned in the requirement document are not documented, like as team leader, selects a topic of assignment. its not clear from the test plan."
0,yes names are intuitive.
1,Few test cases could be divided into different smaller test cases. Comments could have helped reviewers.
0,test cases mention in the write up are converted to automated test cases. But the test plan does not satisfies the requirement.
1,case to check if a user with any other role can join the team. what happens in such case. what happens if any of the fetch actions fails during a test. What happens when a student already part of a team tries to joins the team. Negative test cases are not handled.
0,The writeup has a good design and roughly indicate their work
1,Only include their purpose. Didn't explain why the did the work the way they did.
0,Test plan is completed enough
0,Reasonable and easy to understand
1,Almost perfect. And the climate still has issues to fix
0,All tests passed
0,I did not find edge cases not working
1,There is no test plan and neither its mentioned that there project does not need testing plan or not.
1,"Satisfactory explanation.
 
 
 Missed some spelling mistakes at places. (Some letters are not in capitals at the beginning of sentences)."
0,"The authors have explained the gist under ""Changes to be implemented"" and their approach."
1,"Functions have too few comments
 
 
 Some commented section of the code has not been deleted."
0,"The writeup contains all the code, but the code is too much for a reader to read, and it contains all the functionality the work is related to."
0,There are so much code but not enough explanation. They did not use design principles or patterns.
1,"No test plan at all, maybe their task does not need a test plan just as ours."
0,Names are intuitive and reasonable for the functionality.
1,"There are too many unnecessary comments and many useless spaces in the code, which is not that DRY."
1,No tests added at all... same as the first time.
1,"It works well, but there is no edge cases for this task."
0,The document is very well structured and has enough information about the project and the intended change
0,"Difficult to identify design pattern, however, the writeup explains the approach very well."
0,"Update: Initial feedback not considered, hence response is the same
 
 
 @inv.reply_status = 'D' in app/controllers/invitations_controller.rb , here 'D' is not clear. 
 
 
 Not sure if this trace is necessary in code."
1,"Update: Initial feedback not considered, hence response is the same
 
 
 There are a lot of commented blocks of code, which i feel if not required should be removed. Such redundant or commented code hampers readability and bloats the codebase"
0,"Update: Initial feedback not considered, hence response is the same
 
 
 No Test Plan"
0,"Update: Initial feedback not considered, hence response is the same
 
 
 The code is not merged with master. also the code did not pass the integration check and also reduced the test coverage. Assuming the video is a valid one I can ascertain that the code works locally."
0,"Yes, they have mentioned the approaches that they have taken and also they have mentioned what exactly are the changes to be implemented to improve the notification system. Code snippets are perfectly handled and written well."
0,They haven't tampered with any of the variables or method names and hence they have followed the original convention.
0,"Yes, I did test the author's code. It did work accurately I didn't understand some parts of the code but their other functions are working properly. Didn't have much difficulty implementing the code."
0,The wiki page is well written and explains all the changes the team has made to overcome the problems.
0,The team has explained in the write-up the approach taken to solve each of the problem.
1,The team has not included a test plan section but they explain how to test each issue in the video.
0,The team has followed proper coding conventions.
0,The code is well written and made into reusable functions. DRY principle is followed by the team.
1,The team has tested the newly added code but have failed to include a test plan section.
0,I have tested the code as shown in the video and works as demonstrated. But could not think of new edge cases.
1,"The wiki was well written and the video clearly shows the implementation of the project done. The last 2 lines in the introduction section are not related to the current project and must be changed. The formatting in the wiki is also not perfect. Some statements of the code are not inside the formatted grey box. (Example in ""Approach Taken To Implement Changes"" section of the wiki, in 2) the end statement is out of place and in 3) def create is out of place )."
0,"No use of any design patterns or principles was explicitly stated in the wiki/video. The video was well made and easy to follow. However, if a voice over was added to the video it would have been easier to understand and follow the author's action."
0,"Names are intuitive like they used the variable inv for an invitation, etc."
1,"There are no test cases written in RSpec , only the UI testing is done. If tests in spec folder are written it would have been great."
1,Most of the names look intuitive. Only the name tmp_object doesn't appeal much to the functionality. This naming convention could have changed.
1,"No tests are written for the functionality, only UI testing is done. Automated tests are not run for the changes made."
1,"Through manual testing, all the changes made would contribute to the expected functionality. If teh RSpec tests are written it would have completed the testing scenario."
0,It is clearly mentioned in the writeup what the issue was and how it has been fixed. The write up also clear about the functionality implemented.
0,The write up is pretty clear about the work done. Though there is a very little change in the code the functionality is achieved. Test Plan (Other than UI)section could have been included in the write up.
1,The video explained clearly how the test were written and the wiki page introduced the project task by task. It introduced the idea of refactoring and Test First Development which is really good.
1,As it it a test first development project they have written all the tests first. But they have not mentioned any design patterns that they used. I suggest they could add little code per function instead of adding all the test cases.
1,"They put all the code of test in the wiki page, but I think it is better to have few comments for each test."
1,"Most of the code is good enough. I can see they improved the code of refactoring and simplified the code of test. But please checkout the code climate, you have a lot of issues to fix."
1,The code followed good coding practices but still can be improved. Please checkout the code climate.
0,I think the tests have been done perfectly. They have covered all the cases and all the tests passed.
1,"Yes, I ran the test manually on my computer and they all succeed so I think they have done a good job."
0,The test plan does look complete enough. I would like to comment here that not only should they specify the test code snippets but preferably also specify what the code does and what all test cases are they performing. This would help a novice user to understand better.
1,The names are quite intuitive as I think they have followed good coding practices and design patterns while implementing their project. All functions are named explicitly and hence I don't think there is any issue regarding this section.
1,"Yes, all the tests have been covered and all of them have passed. Well done to the team."
1,"Most of the code is good. But there are still some things I think you can modify. Firstly, the method score is still very long, more than 50 lines. I think less than 25 lines is good. Secondly, the name of new method extracted from score method is not appropriate. For example, in line 203, a verb name ""get_score_max"" is better than a nouns name ""score_max"". Then, you did lots of creation in your spec file. I think using double and build is better in order to improve your efficiency of your code."
1,"They finished all the pending test in spec file and pass the automatic test tool in git, really good job, cheers! 
 
 
 But I recommend you write some test for your new methods in order to make sure your refactor is good. And I think you don't implement TFD pattern as well as possible because you even didn't write the test for your refactored method."
0,"In the video, they pass their test and all the test cases pass the automatic test tool in git. But some tests about your new method extracted from original method is wanted. What's more, a GUI test or an online test is wanted in your video or writeup."
1,"This tam did a very good wiki write up. It explains every task they did clearly. Because they are TFD design project, so they explain what is TDD. But if you can add some details about how to write your test code and how to implement your TFD design method, your wiki will be perfect."
1,the write up clearly defines the project
1,The writeup has been updated according to review comments with proper explanation for the design decisions.
0,There are 55 test cases written and they all pass. New tests have been written for the code that has been added.
1,Could not figure out how to test the working of the code. It would be helpful if the steps to verify the functionality was mentioned in the writeup.
1,Detailed reason explained
1,same as before
1,Same as before
1,The authors did explain why and how they did it
1,Yes looks complete
0,Clear names and code follows DRY Rule
1,"code is awesome, nice and DRY."
1,"The writeup is very detailed, the background and Problem Statement section mention what the project does and why it do that."
0,"In the first peer review, I said they should add some explanation about their code, and at this time, they modify their writeup, and added a thorough section to explain why they did that. It is very useful to help me to understand their code."
1,"In the test plan section, they give a table to show what they will do in the test. It is very clearly and include the factor which is listed above."
1,"The variables and methods and class names is nice. Every names are reasonable and suggestive, no thing should be change. But I think they did not create a pull request, because I didn't find any information I need in https://github.com/expertiza/expertiza/compare/master...rikenshah:master."
0,"As the result pasted on the writeup, every test case passed. All the features work as intended."
1,"Yes, the section ""Plan of Work"", contains their work flow. They have also mentioned what refactoring is being and why it is being done."
1,Names are reasonable.
1,"Yes. They explained clearly in ""About Refactoring and why are we using it"" and ""About Test Driven-Development and why we are using it""."
1,Yes. There are 4 tasks for test cases. Very comprehensive and clearly.
0,They refactored the long methods before. No functions too long now.
1,The write up explains the functionality very well. The authors have even used code to explain what changes have been made.
1,"The write up has 2 sections ""About refactoring and why are we using it"" and ""About Test Driven-Development and why we are using it"" which explain why and how the authors did what they did."
0,The wiki consists of a section where all the tests are explained. These consist of several conditions and possibilities that have been considered while creating the tests.
1,The code is written nicely and seems to be DRY.
1,The tests in the Test Plan action do pass. The test cases run without any failure as depicted in the screencast too.
1,They have very well explained the work they did. It would be even better if the authors wrote which other approaches they tried and did not work out.
1,"All the issues are covered into automated test cases and the tests are written in Rspec.
 
 
 In one of the test cases: 
 
 
 + it 'returns false if directory path already in use' do
 
 
  + @assignment = create(:assignment)
 
 
  + expect(@assignment.check_directory_path).to eql(false)
 
 
 
 
 
 Here, input values are not provided to the new mock assignment created. So for all input values the test cannot be used to verify the feature."
0,Tests are added as per problem statement and test plan.
0,The team has updated the written tests as recommended in the previous review.
1,"it 'should contain course in path name' do
 
 
  @assignment = create(:assignment)
 
 
  @assignment.directory_path = Course.first.directory_path.to_s + ""/finaltest""
 
 
  expect(@assignment.directory_path).to include(Course.first.directory_path)
 
 
  end
 
 
 this is a dummy and useless test. It is not testing anything in the model. I am not sure what has been tried to test.
 
 
 
 
 
 No tests added for assignment controller changes."
0,They have considered my previous review comments and have added tests to their code.
0,3 tests were added and 1 test was commented out.
1,They have discussed their entire test plan properly in the wiki and looks complete in code. But codeclimate and travis build have failed in pull request so it seems some changes need to be made.
0,code is not commented.
0,All tests are automated.
1,"1. I could not find any test cases in the test plan which includes prerequisites, edge cases and many more.
 
 
 2. The project basically includes solving the issues and writing the tests for the same. The automated tests might not be required here.
 
 
 3. The problem statement clearly defines the scope of the project which shows that the automated test cases are not required.
 
 
 4. The test case description is not included in the wiki page.
 
 
 5. I could not see information about any test/spec file in the wiki page, where you have implemented the test cases."
1,"The authors converted all the cases discussed in Test Plan into automated tests.
 
 
 But it doesn't consider the case when a TA create the assignment."
0,"Pull request link is not provided. Had to check main expertiza for the pull request.
 
 
 Appropriate names are used and they go with the functionality"
1,"Code change works perfectly, although there are some hiccups as mentioned below. 
 
 
 
 
 
 Committed code without checking. Added a 'ddd' in code by mistake. 
 
 
 -> Generalddd 
 
 
 
 
 
 ^^ the above issue was mentioned in Round 1 as well. The team hasn't taken the review into consideration.
 
 
 
 
 
 Public and Private keys changed in schema.rb without explaining why it has been done.
 
 
 
 
 
 - t.text ""public_key"", limit: 16777215
 
 
  - t.boolean ""copy_of_emails"", default: false
 
 
  + t.text ""public_key"", limit: 65535
 
 
  + t.boolean ""copy_of_emails"", default: false
 
 
 
 
 
 The team must acknowledge all the changes made in the code with proper comments either in wiki or on git.
 
 
 
 
 
 Travis CI build fails because of some airbrake issue. Coverage is decreased by 22.7% ."
0,"I think the variables, methods, and class names are well defined. it's clear to understand."
1,"assignment_new_path, my_dir"
0,They have used very reasonable names for methods and variables as far as possible
1,"Names were intuitive but maximum of the variables were made instance variables even though their usage was only inside an if block, could have been local to the block."
0,"They've used proper variables, methods that make it better to understand the code they've written."
0,"1. The implementation is simple and understandable.
 
 
 2. The variables, methods and class names have the reasonable names and there is no ambiguity."
1,"In app/controllers/assignments_controller.rb: 
 
 
 Varible ""my_dir"" in update action is not suggestive, I can't tell its meaning from its name. 
 
 
 I suggest that you come up with a better name, the name should tell us exactly whose directory it is. 
 
 
 
 
 
 @assignment_new_path, @course and @destination_path are not suggestive, because they are not used in the following action or erb file, it's uncessary to make them instance variables.
 
 
 I suggest that you should make them local variables.
 
 
 
 
 
 In app/models/assignment.rb:
 
 
 @assignments is not suggestive, because it is not used outside of this method, it is unnecessary to make it a instance variable.
 
 
 I suggest that you should make it a local variable.
 
 
 
 
 
 By the way, the pull request changed the schema logic, it decreased the limit of digital_certificate and public_key from 16777215 to 65535, which are irrelevant to this assignment. 
 
 
 I suggest that you restore the schema.rb file."
1,"Pull request link is not provided.
 
 
 The update method in app/controllers/assignments_controller.rb is too lengthy. The code for moving the files to the new directory can be made as a separate method and that can be called in the update method, because update here means updating an assignment. Every method should do its specific task. So putting more functionalities in one method is not a good practice."
1,"Code is working and the team has really done a good job to solve their problem statement. However, there are a lot of nuances of being a good developer who contributes to open source projects. Code has been checked in with changes in files that are not actually needed. 
 
 
 
 
 
 Example: 
 
 
 app/views/assignments/edit.html.erb - changes made are not required
 
 
 db/schema.rb - changes made are not required
 
 
 spec/controllers/assignments_controller_spec.rb - changes made are not required
 
 
 spec/models/assignment_spec.rb - commented sections needs to be removed (redundancy and cluttered"
1,They have followed the Ruby style guidelines and also kept the code DRY. Some comments could be added to important parts of the code.
1,"The place where current functionality is added has become long after the change, It needs to be extracted.
 
 
 Instance variables are used where it is unnecessary. @assignments in the model, @assignment_new_path in the controller, @assignment in spec etc."
1,getting a destination path can be made a method which could take course and assignment path as a parameter and return destination path as most of the other logic has hardcoded url and it has to be at a common place.
1,"There is debug code present is spec file for ""#describe '#check_directory_path' do"". They haven't added comments to the code. Other than that it looks fine."
1,Comments could have been added
1,More comments are needed.
1,"1. The methods are short and relevant.
 
 
 2. The code has been divided in to parts which do the expected operation.
 
 
 3. No comments are needed because, the code method names are clear to understand the functionality of it.
 
 
 4. The code follows the Ruby style.
 
 
 5. I did not find any code which is DRY."
